Disease Name,TreeNumber
Fetomaternal Transfusion,C16.614.053.511
Fever,C23.888.119.344
Fever of Unknown Origin,C23.888.119.344.345
Fibrocystic Breast Disease,C17.800.090.750
Fibroma,C04.557.450.565.590.340
"Fibromatosis, Gingival",C07.465.525.304
"Fibromatosis, Gingival",C07.465.714.258.428.200
"Fibromatosis, Gingival",C07.650.525.304
"Fibromatosis, Gingival",C16.131.850.525.304
Fibromuscular Dysplasia,C14.907.137.372
Fibrosarcoma,C04.557.450.565.590.350
Fibrosarcoma,C04.557.450.795.350
Fibrosis,C23.550.355
Fibromyalgia,C05.651.324
Fibromyalgia,C05.799.321
Fibromyalgia,C10.668.491.425
Fibrous Dysplasia of Bone,C05.116.099.708.375
"Fibrous Dysplasia, Monostotic",C05.116.099.708.375.372
"Fibrous Dysplasia, Polyostotic",C05.116.099.708.375.381
Filariasis,C01.610.335.508.700.750.361
Finger Injuries,C26.448.429
Fish Diseases,C22.362
Fissure in Ano,C06.405.469.860.101.430
Fistula,C23.300.575
Flail Chest,C26.891.315
Flatfoot,C05.330.488.655.250
Flatfoot,C05.330.495.681.250
Flatfoot,C05.660.585.512.380.813.250
Flatfoot,C16.131.621.585.512.500.681.250
Flatulence,C23.888.821.360
Fluoride Poisoning,C25.723.380
Flushing,C23.888.885.344
Focal Dermal Hypoplasia,C05.116.099.370.380
Focal Dermal Hypoplasia,C16.131.077.350.424
Focal Dermal Hypoplasia,C16.131.831.350.424
Focal Dermal Hypoplasia,C16.320.322.186
Focal Dermal Hypoplasia,C16.320.850.250.424
Focal Dermal Hypoplasia,C17.800.804.350.424
Focal Dermal Hypoplasia,C17.800.827.250.424
Focal Infection,C01.392
"Focal Infection, Dental",C01.392.433
"Focal Infection, Dental",C07.793.348
Folic Acid Deficiency,C18.654.521.500.133.699.308
Follicular Cyst,C04.182.300
Folliculitis,C17.800.329.500
Food Hypersensitivity,C20.543.480.370
Foodborne Diseases,C25.723.415
Foot Deformities,C05.330
"Foot Deformities, Acquired",C05.330.488
"Foot Deformities, Congenital",C05.330.495
"Foot Deformities, Congenital",C05.660.585.512.380
"Foot Deformities, Congenital",C16.131.621.585.512.500
Foot Dermatoses,C17.800.321.125
Foot Diseases,C05.360
Foot Diseases,C17.800.321
Foot Rot,C01.150.252.400.369
Foot Rot,C22.394
Foot-and-Mouth Disease,C01.925.782.687.484
Foot-and-Mouth Disease,C22.380
Forearm Injuries,C26.088.268
Foreign Bodies,C26.392
Foreign-Body Migration,C26.392.500
Foreign-Body Reaction,C23.550.470.251
Foreign-Body Reaction,C26.392.560
Influenza in Birds,C01.925.782.620.300
Influenza in Birds,C22.131.450
Fowlpox,C01.925.256.743.366
Fowlpox,C22.131.321
Fox-Fordyce Disease,C17.800.946.492.285
"Fractures, Closed",C26.404.124
"Fractures, Open",C26.404.311
"Fractures, Spontaneous",C26.404.374
"Fractures, Ununited",C26.404.468
Fragile X Syndrome,C10.597.606.360.455.500
Fragile X Syndrome,C16.131.260.830.300
Fragile X Syndrome,C16.320.180.830.300
Fragile X Syndrome,C16.320.322.500.500
Fragile X Syndrome,C16.320.400.525.500
Freemartinism,C12.050.351.875.253.795.124
Freemartinism,C12.200.706.316.795.124
Freemartinism,C12.800.316.795.124
Freemartinism,C16.131.939.316.795.124
Freemartinism,C19.391.119.795.124
Freemartinism,C22.196.339
Friedreich Ataxia,C10.228.140.252.700.150
Friedreich Ataxia,C10.228.854.787.200
Friedreich Ataxia,C10.574.500.825.200
Friedreich Ataxia,C16.320.400.780.200
Friedreich Ataxia,C18.452.660.300
Frostbite,C26.212.500
Frostbite,C26.417
Fructose Intolerance,C16.320.565.202.251.271
Fructose Intolerance,C18.452.648.202.251.271
Fuchs' Endothelial Dystrophy,C11.204.236.438
Fuchs' Endothelial Dystrophy,C11.270.162.438
Fuchs' Endothelial Dystrophy,C16.320.290.162.410
Fucosidosis,C10.228.140.163.100.435.295
Fucosidosis,C16.320.565.189.435.295
Fucosidosis,C16.320.565.202.303
Fucosidosis,C16.320.565.595.554.295
Fucosidosis,C18.452.132.100.435.295
Fucosidosis,C18.452.648.189.435.295
Fucosidosis,C18.452.648.202.303
Fucosidosis,C18.452.648.595.554.295
Funnel Chest,C05.116.099.386
Funnel Chest,C05.660.386
Funnel Chest,C16.131.621.386
Furunculosis,C01.150.252.410.868.951.270
Furunculosis,C01.150.252.819.770.270
Furunculosis,C01.800.720.770.270
Furunculosis,C17.800.838.765.770.270
Furunculosis,C22.362.224
Fused Teeth,C07.650.800.370
Fused Teeth,C07.793.700.370
Fused Teeth,C16.131.850.800.370
Fusobacterium Infections,C01.150.252.400.388.350
Gagging,C23.888.821.414
Galactorrhea,C12.050.703.844.506.389
Galactorrhea,C17.800.090.937.439
Galactosemias,C10.228.140.163.100.320
Galactosemias,C16.320.565.189.320
Galactosemias,C16.320.565.202.355
Galactosemias,C18.452.132.100.320
Galactosemias,C18.452.648.189.320
Galactosemias,C18.452.648.202.355
Gallbladder Diseases,C06.130.564
Gallbladder Neoplasms,C04.588.274.120.401
Gallbladder Neoplasms,C06.130.320.401
Gallbladder Neoplasms,C06.130.564.401
Gallbladder Neoplasms,C06.301.120.401
Ganglioneuroma,C04.557.465.625.600.355
Ganglioneuroma,C04.557.470.670.355
Ganglioneuroma,C04.557.580.625.600.355
Gangliosidoses,C10.228.140.163.100.435.825.300
Gangliosidoses,C16.320.565.189.435.825.300
Gangliosidoses,C16.320.565.398.641.803.350
Gangliosidoses,C16.320.565.595.554.825.300
Gangliosidoses,C18.452.132.100.435.825.300
Gangliosidoses,C18.452.584.563.641.803.350
Gangliosidoses,C18.452.648.189.435.825.300
Gangliosidoses,C18.452.648.398.641.803.350
Gangliosidoses,C18.452.648.595.554.825.300
Gangrene,C23.550.717.427
Gardner Syndrome,C04.557.470.035.215.100.500
Gardner Syndrome,C04.588.274.476.411.307.089.393
Gardner Syndrome,C04.700.100.392
Gardner Syndrome,C06.301.371.411.307.090.500
Gardner Syndrome,C06.405.249.411.307.090.500
Gardner Syndrome,C06.405.469.158.356.090.500
Gardner Syndrome,C06.405.469.491.307.090.500
Gardner Syndrome,C06.405.469.578.249.393
Gardner Syndrome,C16.131.077.393
Gardner Syndrome,C16.320.700.100.393
Gas Gangrene,C01.150.252.410.222.440
Gas Poisoning,C25.723.455
Gastric Fistula,C06.267.375
Gastric Fistula,C23.300.575.185.375
Gastritis,C06.405.205.697
Gastritis,C06.405.748.398
"Gastritis, Atrophic",C06.405.205.697.394
"Gastritis, Atrophic",C06.405.748.398.394
"Gastritis, Hypertrophic",C06.405.205.697.410
"Gastritis, Hypertrophic",C06.405.748.398.410
Gastroenteritis,C06.405.205
"Gastroenteritis, Transmissible, of Swine",C01.925.782.600.550.200.400
"Gastroenteritis, Transmissible, of Swine",C22.905.469
Gastroesophageal Reflux,C06.405.117.119.500.484
Gastrointestinal Diseases,C06.405
Gastrointestinal Neoplasms,C04.588.274.476
Gastrointestinal Neoplasms,C06.301.371
Gastrointestinal Neoplasms,C06.405.249
Gaucher Disease,C10.228.140.163.100.435.825.400
Gaucher Disease,C16.320.565.189.435.825.400
Gaucher Disease,C16.320.565.398.641.803.441
Gaucher Disease,C16.320.565.595.554.825.400
Gaucher Disease,C18.452.132.100.435.825.400
Gaucher Disease,C18.452.584.563.641.803.441
Gaucher Disease,C18.452.648.189.435.825.400
Gaucher Disease,C18.452.648.398.641.803.441
Gaucher Disease,C18.452.648.595.554.825.400
"Genital Diseases, Female",C12.050.351.500
"Genital Diseases, Female",C12.100.250
"Genital Diseases, Male",C12.100.500
"Genital Diseases, Male",C12.200.294
"Genital Neoplasms, Female",C04.588.945.418
"Genital Neoplasms, Female",C12.050.351.500.242
"Genital Neoplasms, Female",C12.050.351.937.418
"Genital Neoplasms, Female",C12.100.250.242
"Genital Neoplasms, Female",C12.900.418
"Genital Neoplasms, Male",C04.588.945.440
"Genital Neoplasms, Male",C12.100.500.260
"Genital Neoplasms, Male",C12.200.294.260
"Genital Neoplasms, Male",C12.200.758.409
"Genital Neoplasms, Male",C12.900.619
Geotrichosis,C01.150.703.392
Gerstmann Syndrome,C10.597.606.762.100.300
Gerstmann Syndrome,C23.888.592.604.764.100.300
Giant Cell Tumors,C04.557.450.565.380
Castleman Disease,C15.604.515.245
Castleman Disease,C20.683.515.250
Giardiasis,C01.610.432.481
Giardiasis,C01.610.752.400
Giardiasis,C06.405.469.452.481
Gigantism,C05.116.099.492
Gigantism,C05.116.132.479
Gigantism,C19.700.355.528
Gilbert Disease,C16.320.565.300.528
Gilbert Disease,C18.452.648.300.528
Tourette Syndrome,C10.228.140.079.898
Tourette Syndrome,C10.228.662.825.800
Tourette Syndrome,C10.574.500.850
Tourette Syndrome,C16.320.400.820
Gingival Diseases,C07.465.714.258
Gingival Hemorrhage,C07.465.625.446
Gingival Hemorrhage,C07.465.714.258.250
Gingival Hemorrhage,C23.550.414.922.500
Gingival Hyperplasia,C07.465.714.258.428.250
Gingival Hypertrophy,C07.465.714.258.428.260
Gingival Neoplasms,C04.588.443.591.402
Gingival Neoplasms,C07.465.530.402
Gingival Neoplasms,C07.465.714.258.409
Gingival Pocket,C01.408.360
Gingival Pocket,C07.465.714.258.480.360
Gingival Recession,C07.465.714.258.447
Gingival Recession,C07.465.714.354.625
Gingivitis,C01.408
Gingivitis,C07.465.714.258.480
"Gingivitis, Necrotizing Ulcerative",C01.150.252.400.388.350.350
"Gingivitis, Necrotizing Ulcerative",C01.408.446
"Gingivitis, Necrotizing Ulcerative",C07.465.714.258.480.446
Glanders,C01.150.252.400.170.400
Glanders,C22.488.409
Glaucoma,C11.525.381
"Glaucoma, Open-Angle",C11.525.381.407
Glioblastoma,C04.557.465.625.600.380.080.335
Glioblastoma,C04.557.470.670.380.080.335
Glioblastoma,C04.557.580.625.600.380.080.335
Glioma,C04.557.465.625.600.380
Glioma,C04.557.470.670.380
Glioma,C04.557.580.625.600.380
Gliosis,C23.550.369
Glomus Tumor,C04.557.645.350
Glomerulonephritis,C12.050.351.968.419.570.363
Glomerulonephritis,C12.200.777.419.570.363
Glomerulonephritis,C12.950.419.570.363
"Glomerulonephritis, IGA",C12.050.351.968.419.570.363.608
"Glomerulonephritis, IGA",C12.200.777.419.570.363.608
"Glomerulonephritis, IGA",C12.950.419.570.363.608
"Glomerulonephritis, IGA",C20.111.525
"Glomerulosclerosis, Focal Segmental",C12.050.351.968.419.570.363.640
"Glomerulosclerosis, Focal Segmental",C12.200.777.419.570.363.660
"Glomerulosclerosis, Focal Segmental",C12.950.419.570.363.640
Glomus Jugulare Tumor,C04.557.465.625.650.700.705.340
Glomus Jugulare Tumor,C04.557.580.625.650.700.705.340
Glossalgia,C07.465.910.280
Glossalgia,C23.888.592.612.414
Glossitis,C07.465.910.363
"Glossitis, Benign Migratory",C07.465.910.363.447
Glucagonoma,C04.557.470.200.025.290.750
Glucagonoma,C04.588.274.761.500.249
Glucagonoma,C04.588.322.475.500.249
Glucagonoma,C06.301.761.500.249
Glucagonoma,C06.689.667.500.249
Glucagonoma,C19.344.421.500.249
Glycogen Storage Disease Type I,C16.320.565.202.449.448
Glycogen Storage Disease Type I,C18.452.648.202.449.448
Glucosephosphate Dehydrogenase Deficiency,C15.378.050.141.150.480
Glucosephosphate Dehydrogenase Deficiency,C16.320.070.480
Glucosephosphate Dehydrogenase Deficiency,C16.320.565.202.402
Glucosephosphate Dehydrogenase Deficiency,C18.452.648.202.402
Glycogen Storage Disease,C16.320.565.202.449
Glycogen Storage Disease,C18.452.648.202.449
Glycogen Storage Disease Type II,C10.228.140.163.100.435.340
Glycogen Storage Disease Type II,C16.320.565.189.435.340
Glycogen Storage Disease Type II,C16.320.565.202.449.500
Glycogen Storage Disease Type II,C16.320.565.595.554.340
Glycogen Storage Disease Type II,C18.452.132.100.435.340
Glycogen Storage Disease Type II,C18.452.648.189.435.340
Glycogen Storage Disease Type II,C18.452.648.202.449.500
Glycogen Storage Disease Type II,C18.452.648.595.554.340
Glycogen Storage Disease Type III,C16.320.565.202.449.520
Glycogen Storage Disease Type III,C18.452.648.202.449.520
Glycogen Storage Disease Type IV,C16.320.565.202.449.540
Glycogen Storage Disease Type IV,C18.452.648.202.449.540
Glycogen Storage Disease Type V,C16.320.565.202.449.560
Glycogen Storage Disease Type V,C18.452.648.202.449.560
Glycogen Storage Disease Type VI,C16.320.565.202.449.580
Glycogen Storage Disease Type VI,C18.452.648.202.449.580
Glycogen Storage Disease Type VII,C05.651.534.500.149
Glycogen Storage Disease Type VII,C10.668.491.175.500.112
Glycogen Storage Disease Type VII,C16.320.565.202.449.600
Glycogen Storage Disease Type VII,C16.320.577.149
Glycogen Storage Disease Type VII,C18.452.648.202.449.600
Glycogen Storage Disease Type VIII,C16.320.322.217
Glycogen Storage Disease Type VIII,C16.320.565.202.449.620
Glycogen Storage Disease Type VIII,C18.452.648.202.449.620
Glycosuria,C12.050.351.968.934.363
Glycosuria,C12.200.777.934.363
Glycosuria,C12.950.934.363
Glycosuria,C18.452.394.937
"Glycosuria, Renal",C12.050.351.968.419.815.532
"Glycosuria, Renal",C12.050.351.968.934.363.450
"Glycosuria, Renal",C12.200.777.419.815.532
"Glycosuria, Renal",C12.200.777.934.363.450
"Glycosuria, Renal",C12.950.419.815.532
"Glycosuria, Renal",C12.950.934.363.450
"Glycosuria, Renal",C16.320.831.532
"Glycosuria, Renal",C18.452.394.937.450
Goiter,C19.874.283
"Goiter, Endemic",C19.874.283.300
"Goiter, Nodular",C19.874.283.501
"Goiter, Substernal",C19.874.283.601
Goldenhar Syndrome,C05.116.099.370.231.576.410
Goldenhar Syndrome,C05.660.207.231.576.410
Goldenhar Syndrome,C16.131.621.207.231.576.410
Gonadal Disorders,C19.391
Gonadal Dysgenesis,C12.050.351.875.253.309
Gonadal Dysgenesis,C12.200.706.316.309
Gonadal Dysgenesis,C12.800.316.309
Gonadal Dysgenesis,C16.131.939.316.309
Gonadal Dysgenesis,C19.391.119.309
"Gonadal Dysgenesis, Mixed",C12.050.351.875.253.309.391
"Gonadal Dysgenesis, Mixed",C12.050.351.875.253.795.249
"Gonadal Dysgenesis, Mixed",C12.200.706.316.309.391
"Gonadal Dysgenesis, Mixed",C12.200.706.316.795.249
"Gonadal Dysgenesis, Mixed",C12.800.316.309.391
"Gonadal Dysgenesis, Mixed",C12.800.316.795.249
"Gonadal Dysgenesis, Mixed",C16.131.260.830.835.249
"Gonadal Dysgenesis, Mixed",C16.131.939.316.309.391
"Gonadal Dysgenesis, Mixed",C16.131.939.316.795.249
"Gonadal Dysgenesis, Mixed",C16.320.180.830.835.249
"Gonadal Dysgenesis, Mixed",C19.391.119.309.391
"Gonadal Dysgenesis, Mixed",C19.391.119.795.249
"Gonadal Dysgenesis, 46,XY",C12.050.351.875.253.096.687
"Gonadal Dysgenesis, 46,XY",C12.050.351.875.253.309.388
"Gonadal Dysgenesis, 46,XY",C12.200.706.316.096.687
"Gonadal Dysgenesis, 46,XY",C12.200.706.316.309.388
"Gonadal Dysgenesis, 46,XY",C12.800.316.096.687
"Gonadal Dysgenesis, 46,XY",C12.800.316.309.388
"Gonadal Dysgenesis, 46,XY",C16.131.939.316.096.687
"Gonadal Dysgenesis, 46,XY",C16.131.939.316.309.388
"Gonadal Dysgenesis, 46,XY",C19.391.119.096.687
"Gonadal Dysgenesis, 46,XY",C19.391.119.309.388
Gonorrhea,C01.150.252.400.625.275
Gonorrhea,C01.150.252.734.401
Gonorrhea,C01.221.812.281.401
Gonorrhea,C01.778.281.401
Gonorrhea,C12.100.937.281.401
Gout,C05.550.114.423
Gout,C05.550.354.500
Gout,C05.799.414
Gout,C16.320.565.798.368
Gout,C18.452.648.798.368
"Graft Occlusion, Vascular",C23.550.767.400
Graft vs Host Disease,C20.452
Granuloma,C15.604.515.292
Granuloma,C23.550.382
Granuloma Inguinale,C01.150.252.400.310.417
Granuloma Inguinale,C01.150.252.734.451
Granuloma Inguinale,C01.150.252.819.360
Granuloma Inguinale,C01.221.812.281.451
Granuloma Inguinale,C01.778.281.451
Granuloma Inguinale,C01.800.720.360
Granuloma Inguinale,C12.100.937.281.451
Granuloma Inguinale,C17.800.838.765.360
"Granuloma, Giant Cell",C05.500.368
"Granuloma, Giant Cell",C07.320.391
"Granuloma, Giant Cell",C07.465.714.258.557
"Granuloma, Giant Cell",C23.550.382.468
"Granuloma, Laryngeal",C08.280.400
"Granuloma, Laryngeal",C08.360.232
"Granuloma, Laryngeal",C08.618.846.414
"Granuloma, Laryngeal",C09.400.232
"Granuloma, Laryngeal",C23.550.382.968.500
"Granuloma, Lethal Midline",C08.460.393
"Granuloma, Lethal Midline",C09.603.393
"Granuloma, Plasma Cell",C23.550.382.875
"Granulomatous Disease, Chronic",C15.378.553.774.535
"Granulomatous Disease, Chronic",C16.320.322.233
"Granulomatous Disease, Chronic",C20.673.774.535
"Granulomatous Disease, Chronic",C23.550.291.500.423
Granulosa Cell Tumor,C04.557.475.750.656
Granulosa Cell Tumor,C04.588.322.455.398
Granulosa Cell Tumor,C12.050.351.500.056.630.705.398
Granulosa Cell Tumor,C12.050.351.937.418.685.398
Granulosa Cell Tumor,C12.100.250.056.630.705.398
Granulosa Cell Tumor,C12.900.418.685.398
Granulosa Cell Tumor,C19.344.410.398
Granulosa Cell Tumor,C19.391.630.705.398
Graves Disease,C11.675.349.500
Graves Disease,C19.874.283.605
Graves Disease,C19.874.397.370
Graves Disease,C20.111.555
Growth Disorders,C23.550.393
Gynatresia,C12.050.351.500.320
Gynatresia,C12.100.250.320
Gynecomastia,C17.800.090.875
Haemonchiasis,C01.610.335.508.700.775.825.400
Haemophilus Infections,C01.150.252.400.700.433
Hair Diseases,C17.800.329
Halitosis,C23.888.821.475
Hallermann's Syndrome,C05.116.099.370.231.427
Hallermann's Syndrome,C05.660.207.231.427
Hallermann's Syndrome,C16.131.621.207.231.427
Pantothenate Kinase-Associated Neurodegeneration,C10.228.140.079.800
Pantothenate Kinase-Associated Neurodegeneration,C10.228.140.744.320
Pantothenate Kinase-Associated Neurodegeneration,C10.228.662.575
Pantothenate Kinase-Associated Neurodegeneration,C10.574.500.700
Pantothenate Kinase-Associated Neurodegeneration,C16.320.400.650
Hallucinations,C10.597.606.762.300
Hallucinations,C23.888.592.604.764.300
Hallux Valgus,C05.330.610
Hamartoma,C04.445
"Hamartoma Syndrome, Multiple",C04.445.435
"Hamartoma Syndrome, Multiple",C04.651.435
"Hamartoma Syndrome, Multiple",C04.700.435
"Hamartoma Syndrome, Multiple",C16.320.700.435
Hand Deformities,C05.390
"Hand Deformities, Acquired",C05.390.110
"Hand Deformities, Congenital",C05.390.408
"Hand Deformities, Congenital",C05.660.585.988.425
"Hand Deformities, Congenital",C16.131.621.585.988.500
Hand Dermatoses,C17.800.338
Hand Injuries,C26.448
"Hand, Foot and Mouth Disease",C01.925.782.687.359.213.331
Hartnup Disease,C10.228.140.163.100.355
Hartnup Disease,C12.050.351.968.419.815.885.625
Hartnup Disease,C12.200.777.419.815.885.457
Hartnup Disease,C12.950.419.815.885.625
Hartnup Disease,C16.320.565.151.355
Hartnup Disease,C16.320.565.189.355
Hartnup Disease,C16.320.831.885.457
Hartnup Disease,C18.452.132.100.355
Hartnup Disease,C18.452.648.151.355
Hartnup Disease,C18.452.648.189.355
"Rhinitis, Allergic, Seasonal",C08.460.799.315.750
"Rhinitis, Allergic, Seasonal",C08.674.453.750
"Rhinitis, Allergic, Seasonal",C09.603.799.315.750
"Rhinitis, Allergic, Seasonal",C20.543.480.680.443.750
Head and Neck Neoplasms,C04.588.443
Craniocerebral Trauma,C10.900.300
Craniocerebral Trauma,C26.915.300
Headache,C23.888.592.612.441
Hearing Disorders,C09.218.458
Hearing Disorders,C10.597.751.418
Hearing Disorders,C23.888.592.763.393
"Hearing Loss, Bilateral",C09.218.458.341.374
"Hearing Loss, Bilateral",C10.597.751.418.341.374
"Hearing Loss, Bilateral",C23.888.592.763.393.341.374
"Hearing Loss, Central",C09.218.458.341.887.432
"Hearing Loss, Central",C09.218.807.186.432
"Hearing Loss, Central",C10.228.140.068.432
"Hearing Loss, Central",C10.597.751.418.341.887.432
"Hearing Loss, Central",C23.888.592.763.393.341.887.432
"Hearing Loss, Conductive",C09.218.458.341.562
"Hearing Loss, Conductive",C10.597.751.418.341.562
"Hearing Loss, Conductive",C23.888.592.763.393.341.562
"Hearing Loss, Functional",C09.218.458.341.750
"Hearing Loss, Functional",C10.597.751.418.341.750
"Hearing Loss, Functional",C23.888.592.763.393.341.750
"Hearing Loss, High-Frequency",C09.218.458.341.812
"Hearing Loss, High-Frequency",C10.597.751.418.341.812
"Hearing Loss, High-Frequency",C23.888.592.763.393.341.812
"Hearing Loss, Noise-Induced",C09.218.458.341.887.460
"Hearing Loss, Noise-Induced",C10.597.751.418.341.887.460
"Hearing Loss, Noise-Induced",C23.888.592.763.393.341.887.460
